source_desc,sector_desc,group_desc,commodity_desc,class_desc,prodn_practice_desc,util_practice_desc,statisticcat_desc,unit_desc,short_desc,domain_desc,domaincat_desc,agg_level_desc,state_ansi,state_fips_code,state_alpha,state_name,asd_code,asd_desc,county_ansi,county_code,county_name,region_desc,zip_5,watershed_code,watershed_desc,congr_district_code,country_code,country_name,location_desc,year,freq_desc,begin_code,end_code,reference_period_desc,week_ending,load_time,yield,CV (%)
SURVEY,CROPS,FIELD CROPS,SOYBEANS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,YIELD,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,COUNTY,17,17,IL,ILLINOIS,10,NORTHWEST,11.0,11,BUREAU,,,0,,,9000,UNITED STATES,"ILLINOIS, NORTHWEST, BUREAU",2009,ANNUAL,0,0,YEAR,,2015-06-03 15:08:31.000,44.0,
SURVEY,CROPS,FIELD CROPS,SOYBEANS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,YIELD,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,COUNTY,17,17,IL,ILLINOIS,10,NORTHWEST,11.0,11,BUREAU,,,0,,,9000,UNITED STATES,"ILLINOIS, NORTHWEST, BUREAU",2008,ANNUAL,0,0,YEAR,,2012-01-01 00:00:00.000,49.0,
SURVEY,CROPS,FIELD CROPS,SOYBEANS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,YIELD,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,COUNTY,17,17,IL,ILLINOIS,10,NORTHWEST,11.0,11,BUREAU,,,0,,,9000,UNITED STATES,"ILLINOIS, NORTHWEST, BUREAU",2007,ANNUAL,0,0,YEAR,,2012-01-01 00:00:00.000,51.0,
SURVEY,CROPS,FIELD CROPS,SOYBEANS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,YIELD,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,COUNTY,17,17,IL,ILLINOIS,10,NORTHWEST,11.0,11,BUREAU,,,0,,,9000,UNITED STATES,"ILLINOIS, NORTHWEST, BUREAU",2006,ANNUAL,0,0,YEAR,,2012-01-01 00:00:00.000,53.0,
SURVEY,CROPS,FIELD CROPS,SOYBEANS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,YIELD,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,COUNTY,17,17,IL,ILLINOIS,10,NORTHWEST,11.0,11,BUREAU,,,0,,,9000,UNITED STATES,"ILLINOIS, NORTHWEST, BUREAU",2005,ANNUAL,0,0,YEAR,,2012-01-01 00:00:00.000,48.0,
SURVEY,CROPS,FIELD CROPS,SOYBEANS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,YIELD,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,COUNTY,17,17,IL,ILLINOIS,10,NORTHWEST,11.0,11,BUREAU,,,0,,,9000,UNITED STATES,"ILLINOIS, NORTHWEST, BUREAU",2004,ANNUAL,0,0,YEAR,,2012-01-01 00:00:00.000,51.0,
SURVEY,CROPS,FIELD CROPS,SOYBEANS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,YIELD,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,COUNTY,17,17,IL,ILLINOIS,10,NORTHWEST,11.0,11,BUREAU,,,0,,,9000,UNITED STATES,"ILLINOIS, NORTHWEST, BUREAU",2003,ANNUAL,0,0,YEAR,,2012-01-01 00:00:00.000,37.0,
SURVEY,CROPS,FIELD CROPS,SOYBEANS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,YIELD,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,COUNTY,17,17,IL,ILLINOIS,10,NORTHWEST,15.0,15,CARROLL,,,0,,,9000,UNITED STATES,"ILLINOIS, NORTHWEST, CARROLL",2022,ANNUAL,0,0,YEAR,,2023-02-24 15:00:00.000,68.9,2.1
SURVEY,CROPS,FIELD CROPS,SOYBEANS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,YIELD,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,COUNTY,17,17,IL,ILLINOIS,10,NORTHWEST,15.0,15,CARROLL,,,0,,,9000,UNITED STATES,"ILLINOIS, NORTHWEST, CARROLL",2021,ANNUAL,0,0,YEAR,,2023-02-24 15:00:00.000,68.6,3.1
SURVEY,CROPS,FIELD CROPS,SOYBEANS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,YIELD,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,COUNTY,17,17,IL,ILLINOIS,10,NORTHWEST,15.0,15,CARROLL,,,0,,,9000,UNITED STATES,"ILLINOIS, NORTHWEST, CARROLL",2020,ANNUAL,0,0,YEAR,,2022-02-24 15:00:14.000,68.1,1.8
SURVEY,CROPS,FIELD CROPS,SOYBEANS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,YIELD,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,COUNTY,17,17,IL,ILLINOIS,10,NORTHWEST,15.0,15,CARROLL,,,0,,,9000,UNITED STATES,"ILLINOIS, NORTHWEST, CARROLL",2019,ANNUAL,0,0,YEAR,,2020-02-20 15:00:33.000,64.7,
SURVEY,CROPS,FIELD CROPS,SOYBEANS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,YIELD,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,COUNTY,17,17,IL,ILLINOIS,10,NORTHWEST,15.0,15,CARROLL,,,0,,,9000,UNITED STATES,"ILLINOIS, NORTHWEST, CARROLL",2018,ANNUAL,0,0,YEAR,,2020-02-20 15:00:33.000,68.9,
SURVEY,CROPS,FIELD CROPS,SOYBEANS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,YIELD,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,COUNTY,17,17,IL,ILLINOIS,10,NORTHWEST,15.0,15,CARROLL,,,0,,,9000,UNITED STATES,"ILLINOIS, NORTHWEST, CARROLL",2017,ANNUAL,0,0,YEAR,,2018-02-22 15:08:35.000,64.3,
SURVEY,CROPS,FIELD CROPS,SOYBEANS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,YIELD,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,COUNTY,17,17,IL,ILLINOIS,10,NORTHWEST,15.0,15,CARROLL,,,0,,,9000,UNITED STATES,"ILLINOIS, NORTHWEST, CARROLL",2016,ANNUAL,0,0,YEAR,,2017-02-23 15:00:08.000,69.0,
SURVEY,CROPS,FIELD CROPS,SOYBEANS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,YIELD,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,COUNTY,17,17,IL,ILLINOIS,10,NORTHWEST,15.0,15,CARROLL,,,0,,,9000,UNITED STATES,"ILLINOIS, NORTHWEST, CARROLL",2015,ANNUAL,0,0,YEAR,,2016-12-02 09:27:59.000,63.6,
SURVEY,CROPS,FIELD CROPS,SOYBEANS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,YIELD,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,COUNTY,17,17,IL,ILLINOIS,10,NORTHWEST,15.0,15,CARROLL,,,0,,,9000,UNITED STATES,"ILLINOIS, NORTHWEST, CARROLL",2014,ANNUAL,0,0,YEAR,,2016-02-18 15:04:50.000,60.4,
SURVEY,CROPS,FIELD CROPS,SOYBEANS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,YIELD,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,COUNTY,17,17,IL,ILLINOIS,10,NORTHWEST,15.0,15,CARROLL,,,0,,,9000,UNITED STATES,"ILLINOIS, NORTHWEST, CARROLL",2013,ANNUAL,0,0,YEAR,,2015-02-19 15:38:52.000,57.9,
SURVEY,CROPS,FIELD CROPS,SOYBEANS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,YIELD,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,COUNTY,17,17,IL,ILLINOIS,10,NORTHWEST,15.0,15,CARROLL,,,0,,,9000,UNITED STATES,"ILLINOIS, NORTHWEST, CARROLL",2012,ANNUAL,0,0,YEAR,,2015-06-03 15:08:31.000,59.0,
SURVEY,CROPS,FIELD CROPS,SOYBEANS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,YIELD,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,COUNTY,17,17,IL,ILLINOIS,10,NORTHWEST,15.0,15,CARROLL,,,0,,,9000,UNITED STATES,"ILLINOIS, NORTHWEST, CARROLL",2011,ANNUAL,0,0,YEAR,,2015-06-03 15:08:31.000,63.7,
SURVEY,CROPS,FIELD CROPS,SOYBEANS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,YIELD,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,COUNTY,17,17,IL,ILLINOIS,10,NORTHWEST,15.0,15,CARROLL,,,0,,,9000,UNITED STATES,"ILLINOIS, NORTHWEST, CARROLL",2010,ANNUAL,0,0,YEAR,,2015-06-03 15:08:31.000,58.9,
SURVEY,CROPS,FIELD CROPS,SOYBEANS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,YIELD,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,COUNTY,17,17,IL,ILLINOIS,10,NORTHWEST,15.0,15,CARROLL,,,0,,,9000,UNITED STATES,"ILLINOIS, NORTHWEST, CARROLL",2009,ANNUAL,0,0,YEAR,,2015-06-03 15:08:31.000,55.0,
SURVEY,CROPS,FIELD CROPS,SOYBEANS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,YIELD,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,COUNTY,17,17,IL,ILLINOIS,10,NORTHWEST,15.0,15,CARROLL,,,0,,,9000,UNITED STATES,"ILLINOIS, NORTHWEST, CARROLL",2008,ANNUAL,0,0,YEAR,,2012-01-01 00:00:00.000,49.0,
SURVEY,CROPS,FIELD CROPS,SOYBEANS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,YIELD,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,COUNTY,17,17,IL,ILLINOIS,10,NORTHWEST,15.0,15,CARROLL,,,0,,,9000,UNITED STATES,"ILLINOIS, NORTHWEST, CARROLL",2007,ANNUAL,0,0,YEAR,,2012-01-01 00:00:00.000,51.0,
SURVEY,CROPS,FIELD CROPS,SOYBEANS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,YIELD,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,COUNTY,17,17,IL,ILLINOIS,10,NORTHWEST,15.0,15,CARROLL,,,0,,,9000,UNITED STATES,"ILLINOIS, NORTHWEST, CARROLL",2006,ANNUAL,0,0,YEAR,,2012-01-01 00:00:00.000,58.0,
SURVEY,CROPS,FIELD CROPS,SOYBEANS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,YIELD,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,COUNTY,17,17,IL,ILLINOIS,10,NORTHWEST,15.0,15,CARROLL,,,0,,,9000,UNITED STATES,"ILLINOIS, NORTHWEST, CARROLL",2005,ANNUAL,0,0,YEAR,,2012-01-01 00:00:00.000,57.0,
SURVEY,CROPS,FIELD CROPS,SOYBEANS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,YIELD,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,COUNTY,17,17,IL,ILLINOIS,10,NORTHWEST,15.0,15,CARROLL,,,0,,,9000,UNITED STATES,"ILLINOIS, NORTHWEST, CARROLL",2004,ANNUAL,0,0,YEAR,,2012-01-01 00:00:00.000,56.0,
SURVEY,CROPS,FIELD CROPS,SOYBEANS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,YIELD,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,COUNTY,17,17,IL,ILLINOIS,10,NORTHWEST,15.0,15,CARROLL,,,0,,,9000,UNITED STATES,"ILLINOIS, NORTHWEST, CARROLL",2003,ANNUAL,0,0,YEAR,,2012-01-01 00:00:00.000,35.0,
SURVEY,CROPS,FIELD CROPS,SOYBEANS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,YIELD,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,COUNTY,17,17,IL,ILLINOIS,10,NORTHWEST,73.0,73,HENRY,,,0,,,9000,UNITED STATES,"ILLINOIS, NORTHWEST, HENRY",2022,ANNUAL,0,0,YEAR,,2023-02-24 15:00:00.000,66.8,2.5
SURVEY,CROPS,FIELD CROPS,SOYBEANS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,YIELD,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,COUNTY,17,17,IL,ILLINOIS,10,NORTHWEST,73.0,73,HENRY,,,0,,,9000,UNITED STATES,"ILLINOIS, NORTHWEST, HENRY",2021,ANNUAL,0,0,YEAR,,2023-02-24 15:00:00.000,68.1,2.2
SURVEY,CROPS,FIELD CROPS,SOYBEANS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,YIELD,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,COUNTY,17,17,IL,ILLINOIS,10,NORTHWEST,73.0,73,HENRY,,,0,,,9000,UNITED STATES,"ILLINOIS, NORTHWEST, HENRY",2020,ANNUAL,0,0,YEAR,,2022-02-24 15:00:14.000,62.3,1.8
SURVEY,CROPS,FIELD CROPS,SOYBEANS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,YIELD,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,COUNTY,17,17,IL,ILLINOIS,10,NORTHWEST,73.0,73,HENRY,,,0,,,9000,UNITED STATES,"ILLINOIS, NORTHWEST, HENRY",2019,ANNUAL,0,0,YEAR,,2020-02-20 15:00:33.000,52.6,
SURVEY,CROPS,FIELD CROPS,SOYBEANS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,YIELD,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,COUNTY,17,17,IL,ILLINOIS,10,NORTHWEST,73.0,73,HENRY,,,0,,,9000,UNITED STATES,"ILLINOIS, NORTHWEST, HENRY",2018,ANNUAL,0,0,YEAR,,2020-02-20 15:00:33.000,63.2,
SURVEY,CROPS,FIELD CROPS,SOYBEANS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,YIELD,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,COUNTY,17,17,IL,ILLINOIS,10,NORTHWEST,73.0,73,HENRY,,,0,,,9000,UNITED STATES,"ILLINOIS, NORTHWEST, HENRY",2017,ANNUAL,0,0,YEAR,,2018-02-22 15:08:35.000,58.9,
SURVEY,CROPS,FIELD CROPS,SOYBEANS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,YIELD,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,COUNTY,17,17,IL,ILLINOIS,10,NORTHWEST,73.0,73,HENRY,,,0,,,9000,UNITED STATES,"ILLINOIS, NORTHWEST, HENRY",2016,ANNUAL,0,0,YEAR,,2017-02-23 15:00:08.000,61.4,
SURVEY,CROPS,FIELD CROPS,SOYBEANS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,YIELD,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,COUNTY,17,17,IL,ILLINOIS,10,NORTHWEST,73.0,73,HENRY,,,0,,,9000,UNITED STATES,"ILLINOIS, NORTHWEST, HENRY",2015,ANNUAL,0,0,YEAR,,2016-12-02 09:27:59.000,59.4,
SURVEY,CROPS,FIELD CROPS,SOYBEANS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,YIELD,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,COUNTY,17,17,IL,ILLINOIS,10,NORTHWEST,73.0,73,HENRY,,,0,,,9000,UNITED STATES,"ILLINOIS, NORTHWEST, HENRY",2014,ANNUAL,0,0,YEAR,,2016-02-18 15:04:50.000,57.2,
SURVEY,CROPS,FIELD CROPS,SOYBEANS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,YIELD,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,COUNTY,17,17,IL,ILLINOIS,10,NORTHWEST,73.0,73,HENRY,,,0,,,9000,UNITED STATES,"ILLINOIS, NORTHWEST, HENRY",2013,ANNUAL,0,0,YEAR,,2015-02-19 15:38:52.000,55.2,
SURVEY,CROPS,FIELD CROPS,SOYBEANS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,YIELD,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,COUNTY,17,17,IL,ILLINOIS,10,NORTHWEST,73.0,73,HENRY,,,0,,,9000,UNITED STATES,"ILLINOIS, NORTHWEST, HENRY",2012,ANNUAL,0,0,YEAR,,2015-06-03 15:08:31.000,50.9,
SURVEY,CROPS,FIELD CROPS,SOYBEANS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,YIELD,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,COUNTY,17,17,IL,ILLINOIS,10,NORTHWEST,73.0,73,HENRY,,,0,,,9000,UNITED STATES,"ILLINOIS, NORTHWEST, HENRY",2011,ANNUAL,0,0,YEAR,,2015-06-03 15:08:31.000,60.6,
SURVEY,CROPS,FIELD CROPS,SOYBEANS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,YIELD,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,COUNTY,17,17,IL,ILLINOIS,10,NORTHWEST,73.0,73,HENRY,,,0,,,9000,UNITED STATES,"ILLINOIS, NORTHWEST, HENRY",2010,ANNUAL,0,0,YEAR,,2015-06-03 15:08:31.000,56.6,
