Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QCL","Crops and livestock products","887","Yemen","5312","Area harvested","01371","Almonds, in shell","2017","2017","ha","5869","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5312","Area harvested","01371","Almonds, in shell","2018","2018","ha","5986","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5312","Area harvested","01371","Almonds, in shell","2019","2019","ha","6474","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5312","Area harvested","01371","Almonds, in shell","2020","2020","ha","6430","I","Imputed value"
"QCL","Crops and livestock products","887","Yemen","5312","Area harvested","01371","Almonds, in shell","2021","2021","ha","6426","I","Imputed value"
"QCL","Crops and livestock products","887","Yemen","5419","Yield","01371","Almonds, in shell","1981","1981","hg/ha","4417","E","Estimated value"
"QCL","Crops and livestock products","887","Yemen","5419","Yield","01371","Almonds, in shell","1982","1982","hg/ha","4400","E","Estimated value"
"QCL","Crops and livestock products","887","Yemen","5419","Yield","01371","Almonds, in shell","1983","1983","hg/ha","4400","E","Estimated value"
"QCL","Crops and livestock products","887","Yemen","5419","Yield","01371","Almonds, in shell","1984","1984","hg/ha","4640","E","Estimated value"
"QCL","Crops and livestock products","887","Yemen","5419","Yield","01371","Almonds, in shell","1985","1985","hg/ha","4651","E","Estimated value"
"QCL","Crops and livestock products","887","Yemen","5419","Yield","01371","Almonds, in shell","1986","1986","hg/ha","5113","E","Estimated value"
"QCL","Crops and livestock products","887","Yemen","5419","Yield","01371","Almonds, in shell","1987","1987","hg/ha","5766","E","Estimated value"
"QCL","Crops and livestock products","887","Yemen","5419","Yield","01371","Almonds, in shell","1988","1988","hg/ha","5630","E","Estimated value"
"QCL","Crops and livestock products","887","Yemen","5419","Yield","01371","Almonds, in shell","1989","1989","hg/ha","5926","E","Estimated value"
"QCL","Crops and livestock products","887","Yemen","5419","Yield","01371","Almonds, in shell","1990","1990","hg/ha","6818","E","Estimated value"
"QCL","Crops and livestock products","887","Yemen","5419","Yield","01371","Almonds, in shell","1991","1991","hg/ha","6818","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5419","Yield","01371","Almonds, in shell","1992","1992","hg/ha","6818","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5419","Yield","01371","Almonds, in shell","1993","1993","hg/ha","6818","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5419","Yield","01371","Almonds, in shell","1994","1994","hg/ha","6989","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5419","Yield","01371","Almonds, in shell","1995","1995","hg/ha","6863","E","Estimated value"
"QCL","Crops and livestock products","887","Yemen","5419","Yield","01371","Almonds, in shell","1996","1996","hg/ha","6858","E","Estimated value"
"QCL","Crops and livestock products","887","Yemen","5419","Yield","01371","Almonds, in shell","1997","1997","hg/ha","6865","E","Estimated value"
"QCL","Crops and livestock products","887","Yemen","5419","Yield","01371","Almonds, in shell","1998","1998","hg/ha","7222","E","Estimated value"
"QCL","Crops and livestock products","887","Yemen","5419","Yield","01371","Almonds, in shell","1999","1999","hg/ha","6829","E","Estimated value"
"QCL","Crops and livestock products","887","Yemen","5419","Yield","01371","Almonds, in shell","2000","2000","hg/ha","6776","E","Estimated value"
"QCL","Crops and livestock products","887","Yemen","5419","Yield","01371","Almonds, in shell","2001","2001","hg/ha","6657","E","Estimated value"
"QCL","Crops and livestock products","887","Yemen","5419","Yield","01371","Almonds, in shell","2002","2002","hg/ha","6586","E","Estimated value"
"QCL","Crops and livestock products","887","Yemen","5419","Yield","01371","Almonds, in shell","2003","2003","hg/ha","6516","E","Estimated value"
"QCL","Crops and livestock products","887","Yemen","5419","Yield","01371","Almonds, in shell","2004","2004","hg/ha","6407","E","Estimated value"
"QCL","Crops and livestock products","887","Yemen","5419","Yield","01371","Almonds, in shell","2005","2005","hg/ha","6361","E","Estimated value"
"QCL","Crops and livestock products","887","Yemen","5419","Yield","01371","Almonds, in shell","2006","2006","hg/ha","6341","E","Estimated value"
"QCL","Crops and livestock products","887","Yemen","5419","Yield","01371","Almonds, in shell","2007","2007","hg/ha","6000","E","Estimated value"
"QCL","Crops and livestock products","887","Yemen","5419","Yield","01371","Almonds, in shell","2008","2008","hg/ha","6000","E","Estimated value"
"QCL","Crops and livestock products","887","Yemen","5419","Yield","01371","Almonds, in shell","2009","2009","hg/ha","18895","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5419","Yield","01371","Almonds, in shell","2010","2010","hg/ha","18711","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5419","Yield","01371","Almonds, in shell","2011","2011","hg/ha","18735","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5419","Yield","01371","Almonds, in shell","2012","2012","hg/ha","18485","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5419","Yield","01371","Almonds, in shell","2013","2013","hg/ha","18420","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5419","Yield","01371","Almonds, in shell","2014","2014","hg/ha","18443","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5419","Yield","01371","Almonds, in shell","2015","2015","hg/ha","18805","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5419","Yield","01371","Almonds, in shell","2016","2016","hg/ha","18061","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5419","Yield","01371","Almonds, in shell","2017","2017","hg/ha","17863","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5419","Yield","01371","Almonds, in shell","2018","2018","hg/ha","17513","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5419","Yield","01371","Almonds, in shell","2019","2019","hg/ha","17516","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5419","Yield","01371","Almonds, in shell","2020","2020","hg/ha","17552","E","Estimated value"
"QCL","Crops and livestock products","887","Yemen","5419","Yield","01371","Almonds, in shell","2021","2021","hg/ha","17480","E","Estimated value"
"QCL","Crops and livestock products","887","Yemen","5510","Production","01371","Almonds, in shell","1981","1981","tonnes","53","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5510","Production","01371","Almonds, in shell","1982","1982","tonnes","55","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5510","Production","01371","Almonds, in shell","1983","1983","tonnes","55","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5510","Production","01371","Almonds, in shell","1984","1984","tonnes","58","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5510","Production","01371","Almonds, in shell","1985","1985","tonnes","60","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5510","Production","01371","Almonds, in shell","1986","1986","tonnes","68","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5510","Production","01371","Almonds, in shell","1987","1987","tonnes","79","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5510","Production","01371","Almonds, in shell","1988","1988","tonnes","76","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5510","Production","01371","Almonds, in shell","1989","1989","tonnes","80","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5510","Production","01371","Almonds, in shell","1990","1990","tonnes","120","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5510","Production","01371","Almonds, in shell","1991","1991","tonnes","120","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5510","Production","01371","Almonds, in shell","1992","1992","tonnes","120","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5510","Production","01371","Almonds, in shell","1993","1993","tonnes","120","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5510","Production","01371","Almonds, in shell","1994","1994","tonnes","123","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5510","Production","01371","Almonds, in shell","1995","1995","tonnes","125","E","Estimated value"
"QCL","Crops and livestock products","887","Yemen","5510","Production","01371","Almonds, in shell","1996","1996","tonnes","126.22","I","Imputed value"
"QCL","Crops and livestock products","887","Yemen","5510","Production","01371","Almonds, in shell","1997","1997","tonnes","127.78","I","Imputed value"
"QCL","Crops and livestock products","887","Yemen","5510","Production","01371","Almonds, in shell","1998","1998","tonnes","130","E","Estimated value"
"QCL","Crops and livestock products","887","Yemen","5510","Production","01371","Almonds, in shell","1999","1999","tonnes","130.76","I","Imputed value"
"QCL","Crops and livestock products","887","Yemen","5510","Production","01371","Almonds, in shell","2000","2000","tonnes","131.38","I","Imputed value"
"QCL","Crops and livestock products","887","Yemen","5510","Production","01371","Almonds, in shell","2001","2001","tonnes","132.19","I","Imputed value"
"QCL","Crops and livestock products","887","Yemen","5510","Production","01371","Almonds, in shell","2002","2002","tonnes","132.92","I","Imputed value"
"QCL","Crops and livestock products","887","Yemen","5510","Production","01371","Almonds, in shell","2003","2003","tonnes","131.37","I","Imputed value"
"QCL","Crops and livestock products","887","Yemen","5510","Production","01371","Almonds, in shell","2004","2004","tonnes","132.57","I","Imputed value"
"QCL","Crops and livestock products","887","Yemen","5510","Production","01371","Almonds, in shell","2005","2005","tonnes","130","E","Estimated value"
"QCL","Crops and livestock products","887","Yemen","5510","Production","01371","Almonds, in shell","2006","2006","tonnes","130","E","Estimated value"
"QCL","Crops and livestock products","887","Yemen","5510","Production","01371","Almonds, in shell","2007","2007","tonnes","150","E","Estimated value"
"QCL","Crops and livestock products","887","Yemen","5510","Production","01371","Almonds, in shell","2008","2008","tonnes","150","E","Estimated value"
"QCL","Crops and livestock products","887","Yemen","5510","Production","01371","Almonds, in shell","2009","2009","tonnes","9986","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5510","Production","01371","Almonds, in shell","2010","2010","tonnes","10078","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5510","Production","01371","Almonds, in shell","2011","2011","tonnes","10177","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5510","Production","01371","Almonds, in shell","2012","2012","tonnes","10289","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5510","Production","01371","Almonds, in shell","2013","2013","tonnes","10457","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5510","Production","01371","Almonds, in shell","2014","2014","tonnes","10590","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5510","Production","01371","Almonds, in shell","2015","2015","tonnes","11014","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5510","Production","01371","Almonds, in shell","2016","2016","tonnes","10591","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5510","Production","01371","Almonds, in shell","2017","2017","tonnes","10484","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5510","Production","01371","Almonds, in shell","2018","2018","tonnes","10483","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5510","Production","01371","Almonds, in shell","2019","2019","tonnes","11340","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5510","Production","01371","Almonds, in shell","2020","2020","tonnes","11286.87","I","Imputed value"
"QCL","Crops and livestock products","887","Yemen","5510","Production","01371","Almonds, in shell","2021","2021","tonnes","11233.33","I","Imputed value"
"QCL","Crops and livestock products","887","Yemen","5312","Area harvested","01341","Apples","1979","1979","ha","67","T","Unofficial figure"
"QCL","Crops and livestock products","887","Yemen","5312","Area harvested","01341","Apples","1980","1980","ha","70","T","Unofficial figure"
"QCL","Crops and livestock products","887","Yemen","5312","Area harvested","01341","Apples","1981","1981","ha","64","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5312","Area harvested","01341","Apples","1982","1982","ha","67","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5312","Area harvested","01341","Apples","1983","1983","ha","67","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5312","Area harvested","01341","Apples","1984","1984","ha","67","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5312","Area harvested","01341","Apples","1985","1985","ha","69","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5312","Area harvested","01341","Apples","1986","1986","ha","71","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5312","Area harvested","01341","Apples","1987","1987","ha","73","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5312","Area harvested","01341","Apples","1988","1988","ha","74","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5312","Area harvested","01341","Apples","1989","1989","ha","197","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5312","Area harvested","01341","Apples","1990","1990","ha","248","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5312","Area harvested","01341","Apples","1991","1991","ha","280","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5312","Area harvested","01341","Apples","1992","1992","ha","289","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5312","Area harvested","01341","Apples","1993","1993","ha","263","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5312","Area harvested","01341","Apples","1994","1994","ha","263","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5312","Area harvested","01341","Apples","1995","1995","ha","287","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5312","Area harvested","01341","Apples","1996","1996","ha","312","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5312","Area harvested","01341","Apples","1997","1997","ha","315","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5312","Area harvested","01341","Apples","1998","1998","ha","339","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5312","Area harvested","01341","Apples","1999","1999","ha","361","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5312","Area harvested","01341","Apples","2000","2000","ha","391","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5312","Area harvested","01341","Apples","2001","2001","ha","482","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5312","Area harvested","01341","Apples","2002","2002","ha","506","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5312","Area harvested","01341","Apples","2003","2003","ha","560","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5312","Area harvested","01341","Apples","2004","2004","ha","1873","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5312","Area harvested","01341","Apples","2005","2005","ha","1940","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5312","Area harvested","01341","Apples","2006","2006","ha","2129","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5312","Area harvested","01341","Apples","2007","2007","ha","2193","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5312","Area harvested","01341","Apples","2008","2008","ha","2281","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5312","Area harvested","01341","Apples","2009","2009","ha","2306","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5312","Area harvested","01341","Apples","2010","2010","ha","2322","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5312","Area harvested","01341","Apples","2011","2011","ha","2334","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5312","Area harvested","01341","Apples","2012","2012","ha","2364","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5312","Area harvested","01341","Apples","2013","2013","ha","2368","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5312","Area harvested","01341","Apples","2014","2014","ha","2344","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5312","Area harvested","01341","Apples","2015","2015","ha","2227","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5312","Area harvested","01341","Apples","2016","2016","ha","2197","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5312","Area harvested","01341","Apples","2017","2017","ha","2179","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5312","Area harvested","01341","Apples","2018","2018","ha","2148","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5312","Area harvested","01341","Apples","2019","2019","ha","2204","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5312","Area harvested","01341","Apples","2020","2020","ha","2241","I","Imputed value"
"QCL","Crops and livestock products","887","Yemen","5312","Area harvested","01341","Apples","2021","2021","ha","2260","I","Imputed value"
"QCL","Crops and livestock products","887","Yemen","5419","Yield","01341","Apples","1979","1979","hg/ha","22388","E","Estimated value"
"QCL","Crops and livestock products","887","Yemen","5419","Yield","01341","Apples","1980","1980","hg/ha","20000","E","Estimated value"
"QCL","Crops and livestock products","887","Yemen","5419","Yield","01341","Apples","1981","1981","hg/ha","19688","E","Estimated value"
"QCL","Crops and livestock products","887","Yemen","5419","Yield","01341","Apples","1982","1982","hg/ha","19701","E","Estimated value"
"QCL","Crops and livestock products","887","Yemen","5419","Yield","01341","Apples","1983","1983","hg/ha","19701","E","Estimated value"
"QCL","Crops and livestock products","887","Yemen","5419","Yield","01341","Apples","1984","1984","hg/ha","20597","E","Estimated value"
"QCL","Crops and livestock products","887","Yemen","5419","Yield","01341","Apples","1985","1985","hg/ha","20870","E","Estimated value"
"QCL","Crops and livestock products","887","Yemen","5419","Yield","01341","Apples","1986","1986","hg/ha","22817","E","Estimated value"
"QCL","Crops and livestock products","887","Yemen","5419","Yield","01341","Apples","1987","1987","hg/ha","25890","E","Estimated value"
"QCL","Crops and livestock products","887","Yemen","5419","Yield","01341","Apples","1988","1988","hg/ha","26757","E","Estimated value"
"QCL","Crops and livestock products","887","Yemen","5419","Yield","01341","Apples","1989","1989","hg/ha","16244","E","Estimated value"
"QCL","Crops and livestock products","887","Yemen","5419","Yield","01341","Apples","1990","1990","hg/ha","14234","E","Estimated value"
"QCL","Crops and livestock products","887","Yemen","5419","Yield","01341","Apples","1991","1991","hg/ha","49179","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5419","Yield","01341","Apples","1992","1992","hg/ha","49412","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5419","Yield","01341","Apples","1993","1993","hg/ha","47605","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5419","Yield","01341","Apples","1994","1994","hg/ha","47605","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5419","Yield","01341","Apples","1995","1995","hg/ha","60000","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5419","Yield","01341","Apples","1996","1996","hg/ha","57244","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5419","Yield","01341","Apples","1997","1997","hg/ha","58127","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5419","Yield","01341","Apples","1998","1998","hg/ha","58820","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5419","Yield","01341","Apples","1999","1999","hg/ha","59861","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5419","Yield","01341","Apples","2000","2000","hg/ha","58926","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5419","Yield","01341","Apples","2001","2001","hg/ha","56328","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5419","Yield","01341","Apples","2002","2002","hg/ha","57233","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5419","Yield","01341","Apples","2003","2003","hg/ha","57500","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5419","Yield","01341","Apples","2004","2004","hg/ha","57838","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5419","Yield","01341","Apples","2005","2005","hg/ha","58119","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5419","Yield","01341","Apples","2006","2006","hg/ha","87966","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5419","Yield","01341","Apples","2007","2007","hg/ha","91377","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5419","Yield","01341","Apples","2008","2008","hg/ha","91363","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5419","Yield","01341","Apples","2009","2009","hg/ha","87051","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5419","Yield","01341","Apples","2010","2010","hg/ha","87192","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5419","Yield","01341","Apples","2011","2011","hg/ha","86881","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5419","Yield","01341","Apples","2012","2012","hg/ha","86074","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5419","Yield","01341","Apples","2013","2013","hg/ha","84764","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5419","Yield","01341","Apples","2014","2014","hg/ha","85742","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5419","Yield","01341","Apples","2015","2015","hg/ha","79416","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5419","Yield","01341","Apples","2016","2016","hg/ha","79026","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5419","Yield","01341","Apples","2017","2017","hg/ha","78068","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5419","Yield","01341","Apples","2018","2018","hg/ha","77775","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5419","Yield","01341","Apples","2019","2019","hg/ha","99574","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5419","Yield","01341","Apples","2020","2020","hg/ha","105830","E","Estimated value"
"QCL","Crops and livestock products","887","Yemen","5419","Yield","01341","Apples","2021","2021","hg/ha","92156","E","Estimated value"
"QCL","Crops and livestock products","887","Yemen","5510","Production","01341","Apples","1979","1979","tonnes","150","E","Estimated value"
"QCL","Crops and livestock products","887","Yemen","5510","Production","01341","Apples","1980","1980","tonnes","140","E","Estimated value"
"QCL","Crops and livestock products","887","Yemen","5510","Production","01341","Apples","1981","1981","tonnes","126","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5510","Production","01341","Apples","1982","1982","tonnes","132","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5510","Production","01341","Apples","1983","1983","tonnes","132","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5510","Production","01341","Apples","1984","1984","tonnes","138","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5510","Production","01341","Apples","1985","1985","tonnes","144","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5510","Production","01341","Apples","1986","1986","tonnes","162","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5510","Production","01341","Apples","1987","1987","tonnes","189","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5510","Production","01341","Apples","1988","1988","tonnes","198","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5510","Production","01341","Apples","1989","1989","tonnes","320","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5510","Production","01341","Apples","1990","1990","tonnes","353","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5510","Production","01341","Apples","1991","1991","tonnes","1377","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5510","Production","01341","Apples","1992","1992","tonnes","1428","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5510","Production","01341","Apples","1993","1993","tonnes","1252","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5510","Production","01341","Apples","1994","1994","tonnes","1252","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5510","Production","01341","Apples","1995","1995","tonnes","1722","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5510","Production","01341","Apples","1996","1996","tonnes","1786","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5510","Production","01341","Apples","1997","1997","tonnes","1831","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5510","Production","01341","Apples","1998","1998","tonnes","1994","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5510","Production","01341","Apples","1999","1999","tonnes","2161","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5510","Production","01341","Apples","2000","2000","tonnes","2304","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5510","Production","01341","Apples","2001","2001","tonnes","2715","A","Official figure"
